Title,Advertisement No,Date,Download Link
"Administrative Officer, GSS, Commissionerate of Fisheries, Class-2",50/2025-26,25-03-2026 11:29 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-25-03-2026.pdf
"Assistant Administrative Officer/Assistant Administrative Officer cum Account Officer, Class-2",48/2025-26,25-03-2026 11:28 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-25-03-2026.pdf
"Dental Surgeon, Gujarat Health and Medical Service, Class-2",102/2025-26,20-02-2026 04:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-102-202526.pdf
"Psychiatrist (Specialist Service),  Class 1, Health and Medical Services",33/2025-26,23-01-2026 05:32 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-33-202526.pdf
"Orthopaedic Surgeon (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare",31/2025-26,23-01-2026 05:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-31-202526.pdf
"Assistant Professor, Orthopaedics, General State Service, Class-1",43/2025-26,23-01-2026 05:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-43-202526.pdf
"Gynaecologist (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Departnement",4/2025-26,23-01-2026 05:01 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-04-202526.pdf
"Radiologist (Specialist Service), Class 1, Gujarat Health and Medical Services, Health and Family Welfare Department",32/2025-26,23-01-2026 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-32-202526.pdf
"Assistant Professor, Paediatrics, General State Service, Class-1",42/2025-26,23-01-2026 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-42-202526.pdf
"Assistant Professor, Obstetrics and Gynaecology, General State Service, Class-1",41/2025-26,23-01-2026 04:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-41-202526.pdf
"Assistant Professor, General Surgery, General State Service, Class-1",40/2025-26,23-01-2026 04:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-40-202526.pdf
"Assistant Professor, General Medicine, General State Service, Class-1",39/2025-26,23-01-2026 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-39-202526.pdf
"Associate Professor, Paediatric Surgery, General State Service, Class-1",38/2025-26,23-01-2026 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-38-202526.pdf
"Associate Professor, Radiotherapy, General State Service, Class-1",37/2025-26,23-01-2026 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-37-202526.pdf
"Associate Professor, Orthopaedics, General State Service, Class-1",36/2025-26,23-01-2026 04:57 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-36-202526.pdf
"Physician (Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Deapartment",3/2025-26,23-01-2026 04:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-03-202526.pdf
"General Surgeon(Specialist Service), Class-1, Gujarat Health and Medical Service, Health and Family Welfare Deapartment",2/2025-26,23-01-2026 04:25 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-02-202526.pdf
"State Tax Inspector, Class-3",27/2025-26,15-01-2026 05:09 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-27-2025-26.pdf
"Deputy Manager, Class-2 (GSCSCL)",239/2024-25,06-01-2026 05:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-132-156-238-239-202425.pdf
"Office Superintendent, Class-2 (GWSSB)",238/2024-25,06-01-2026 05:43 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-132-156-238-239-202425.pdf
"Senior Superintendent, Gujarat Education Service, Class-2",156/2024-25,06-01-2026 05:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-132-156-238-239-202425.pdf
"Administrative Officer,Class-2, (AYUSH)",132/2024-25,06-01-2026 05:42 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-132-156-238-239-202425.pdf
"Medical Officer (Ayurved)/Resident Medical Officer (Ayurved), Gujarat Ayurved Services, Class-2",18/2025-26,09-12-2025 05:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-18-202526.pdf
"Deputy Manager (Finance & Accounts), Class-2 (GWSSB)",237/2024-25,29-11-2025 11:55 AM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-237-2024-25.pdf
"Lecturer, Chemical Engineering in Government Polytechnics, GES, Class-2",225/2024-25,26-11-2025 05:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/CPAK-176-225-202425.pdf
"Assistant Professor, Chemical Engineering in Government Engineering College,GES,Class-2",176/2024-25,26-11-2025 05:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/CPAK-176-225-202425.pdf
"Assistant Professor,  Pharmacy in Government Pharmacy Degree Colleges, GES,Class-2",234/2024-25,26-11-2025 01:03 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-233-234-202425.pdf
"Lecturer, Pharmacy in Government Diploma Pharmacy Colleges,GES,Class-2",233/2024-25,26-11-2025 01:02 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-233-234-202425.pdf
"Lecturer, Physics in Government Polytechnics, GES, Class-2",231/2024-25,26-11-2025 01:02 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-231-202425.pdf
"Assistant Professor, Information and Technology in Government Engineering College,GES,Class-2",170/2024-25,26-11-2025 01:02 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-222-170-202425.pdf
"Lecturer,  Information Technology  in Government Polytechnics, GES, Class-2",222/2024-25,26-11-2025 12:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-222-170-202425.pdf
"Assistant Professor English in Government Engineering College, GES, Class 2",179/2024-25,26-11-2025 12:54 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-179-202425.pdf
"Lecturer, Computer Engineering in Government Polytechnics, GES, Class-2",221/2024-25,26-11-2025 12:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-171-221-202425.pdf
"Assistant Professor, Computer Engineering in Government Engineering College,GES,Class-2",171/2024-25,26-11-2025 12:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-171-221-202425.pdf
"Lecturer, Civil Engineering in Government Polytechnics, GES, Class-2",208/2024-25,10-11-2025 05:56 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-163-208-202425.pdf
"Assistant Professor, Civil Engineering in Government Engineering College,GES,Class-2",163/2024-25,10-11-2025 05:55 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-163-208-202425.pdf
"Industries Officer (Technical ) and Manager (Raw Materials), Industries and Mines Department",151/2024-25,08-11-2025 12:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-151-2024-25.pdf
"Lecturer, Applied Mechanics in Government Polytechnics, GES, Class-2",207/2024-25,29-10-2025 12:57 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-162-207-2024-25.pdf
"Assistant Professor, Applied Mechanics in Government Engineering College,GES,Class-2",162/2024-25,29-10-2025 12:57 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-162-207-2024-25.pdf
"Lecturer, Automobile Engineering in Government Polytechnics, GES, Class-2",224/2024-25,18-10-2025 03:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-224-202425-CS.pdf
"Lecturer, Mining in Government Polytechnics, GES, Class-2",220/2024-25,18-10-2025 03:32 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-220-202425-CS.pdf
"Lecturer, Fabrication Technology in Government Polytechnics, GES, Class-2",213/2024-25,18-10-2025 03:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-213-202425-CS.pdf
"Lecturer, Power Electronics in Government Polytechnics, GES, Class-2",210/2024-25,18-10-2025 03:27 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-210-202425-CS.pdf
"Assistant Regional Transport Officer/ Assistant Director of Transport , Class-2,  Ports and Transport Department",146/2024-25,15-10-2025 05:47 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-146-2024-25.pdf
"Joint Director, Agriculture, Class-1 Agriculture, Farmers Welfare and Co-operation Department",12/2025-26,15-10-2025 05:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-12-2025-26.pdf
"Assistant Director of Animal Husbandry, Gujarat Animal Husbandry Service, Class-2",11/2025-26,15-10-2025 05:46 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-11-2025-26.pdf
"Assistant Engineer (Mechanical), Class-2 (GWSSB)",235/2024-25,15-10-2025 05:45 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-149-235-2024-25.pdf
"Executive Engineer (Mechanical), Class-1, Under Narmada, Water Resources, Water Supply and Kalpsar Department",149/2024-25,15-10-2025 05:44 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-149-235-2024-25.pdf
"Senior Food Safety Officer, Class-2",17/2025-26,15-10-2025 05:39 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-17-2025-26.pdf
"Joint Director, Horticulture, Class-1, Agriculture, Farmers Welfare and Co-operation Department",13/2025-26,15-10-2025 05:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-13-2025-26.pdf
"Assistant Engineer (Electrical), Class-2, Road and Building Department",10/2025-26,15-10-2025 05:37 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-10-2025-26.pdf
"Junior Town Planner, Class-2, Urban Development and Urban Housing Department",7/2025-26,15-10-2025 05:36 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-06-07-2025-26.pdf
"Town Planner, Class-1, Urban Development and Urban Housing Department",6/2025-26,15-10-2025 05:35 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-06-07-2025-26.pdf
"Legal Superintendent (Junior Duty) , Class-2",5/2025-26,15-10-2025 05:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-05-2025-26.pdf
"Assistant Professor, Mechanical Engineering in Government Engineering College,GES,Class-2",174/2024-25,15-10-2025 03:52 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-174-227-2024-25.pdf
"Assistant Professor, Electronics and Communication in Government Engineering College,GES,Class-2",161/2024-25,15-10-2025 03:51 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-161-216-2024-25.pdf
"Assistant Professor, Electrical Engineering in Government Engineering College,GES,Class-2",160/2024-25,15-10-2025 03:50 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC-160-226-2024-25.pdf
"Programme Officer/Assistant Director, Class-1, Women and Child Development  Department",158/2024-25,09-10-2025 03:05 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-158-2024-25.pdf
"Lecturer, Gujarat Nursing Service, Class-2",15/2025-26,23-09-2025 04:31 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-15-202526c.pdf
"Assistant Engineer (Civil), Class-2, (GWSSB)",236/2024-25,22-09-2025 05:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-236-2024-25.pdf
"Agriculture Engineer, Gujarat Agriculture Service, Class-2 , Agriculture, Farmers Welfare and Co-Operation Department",144/2024-25,22-09-2025 05:21 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-144-2024-25.pdf
"Assistant Director, Industrial Safety and Health Service, Class-2",138/2024-25,22-09-2025 05:20 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-137-138-2024-25.pdf
"Deputy Director, Industrial Safety and Health, Class-1",137/2024-25,22-09-2025 05:20 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-137-138-2024-25.pdf
"Lecturer, Mathematics Government Polytechnics, GES, Class-2",229/2024-25,19-09-2025 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-193-229-202425.pdf
"Assistant Professor, Mathematics in Government Arts, Science & Commerce College, GES, Class-2",193/2024-25,19-09-2025 04:59 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-193-229-202425.pdf
"Ophthalmic Surgeon, Class-1, Gujarat Health and Medical Service, Health and Family Welfare",14/2025-26,19-09-2025 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-14-202526.pdf
"Assistant Professor, Gujarati in Government Arts, Science & Commerce College, GES, Class-2",191/2024-25,18-09-2025 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/191-202425-QP.pdf
"Deputy Section Officer / Deputy Mamlatdar, Class-3",8/2025-26,18-09-2025 01:29 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-08-202526.pdf
"Deputy Section Officer / Deputy Mamlatdar, Class-3",127/2024-25,18-09-2025 01:28 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-127-202425.pdf
"Deputy Director Of Agriculture And The District Agriculture Officer, Class -1, Agriculture Farmers Welfare And Co-Operation Department",122/2024-25,09-09-2025 05:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-122-202425.pdf
"Assistant Director Of Agriculture, Class -2,  Agriculture Farmers Welfare and Co-Operation Department",121/2024-25,09-09-2025 05:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-121-202425.pdf
"Deputy Manager, Class-2 (GSCSCL)",239/2024-25,29-08-2025 05:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Office Superintendent, Class-2 (GWSSB)",238/2024-25,29-08-2025 05:15 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Mechanical Engineering in Government Polytechnics, GES, Class-2",227/2024-25,29-08-2025 05:14 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Electrical Engineering in Government Polytechnics, GES, Class-2",226/2024-25,29-08-2025 05:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Automobile Engineering in Government Polytechnics, GES, Class-2",224/2024-25,29-08-2025 05:13 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Mining in Government Polytechnics, GES, Class-2",220/2024-25,29-08-2025 05:12 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Electronics and Communication in Government Polytechnics, GES, Class-2",216/2024-25,29-08-2025 05:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Fabrication Technology in Government Polytechnics, GES, Class-2",213/2024-25,29-08-2025 05:11 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Power Electronics in Government Polytechnics, GES, Class-2",210/2024-25,29-08-2025 05:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Civil Engineering in Government Polytechnics, GES, Class-2",208/2024-25,29-08-2025 05:10 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Lecturer, Applied Mechanics in Government Polytechnics, GES, Class-2",207/2024-25,29-08-2025 05:02 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Assistant Professor, Civil Engineering in Government Engineering College,GES,Class-2",163/2024-25,29-08-2025 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Assistant Professor, Applied Mechanics in Government Engineering College,GES,Class-2",162/2024-25,29-08-2025 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Assistant Professor, Electrical Engineering in Government Engineering College,GES,Class-2",160/2024-25,29-08-2025 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Senior Superintendent, Gujarat Education Service, Class-2",156/2024-25,29-08-2025 04:58 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Industries Officer (Technical ) and Manager (Raw Materials), Industries and Mines Department",151/2024-25,29-08-2025 04:57 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Administrative Officer,Class-2, (AYUSH)",132/2024-25,29-08-2025 04:56 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Deputy Executive Engineer Electrical, Class-2, Road and Building Department",112/2024-25,29-08-2025 04:56 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-9996-202425.pdf
"Assistant Professor, Sanskrit in Government Arts, Science & Commerce College, GES, Class-2",195/2024-25,28-08-2025 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-195-2024-25.pdf
"Assistant Professor, Chemistry in Government Arts, Science & Commerce College, GES, Class-2",187/2024-25,28-08-2025 05:00 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-187-2024-25.pdf
"Agriculture Officer, Class-2, Agriculture, Farmers Welfare and Co-Operation Department",145/2024-25,21-08-2025 12:19 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-145-202425.pdf
"Assistant Professor, Hindi in Government Arts, Science & Commerce College, GES, Class-2",192/2024-25,19-08-2025 04:24 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-192-202425.pdf
"Assistant Professor, Gujarati in Government Arts, Science & Commerce College, GES, Class-2",191/2024-25,19-08-2025 04:23 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-191-202425.pdf
"Assistant Professor, Economics in Government Arts, Science & Commerce College, GES, Class-2",190/2024-25,19-08-2025 04:23 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-190-202425.pdf
"Gujarat Educational Service, Class-2, (Administrative Branch)",155/2024-25,19-08-2025 04:22 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAK-155-202425.pdf
"Child Marriage Prevention Officer cum District Social Defence Officer, GSS, Class-2",124/2024-25,13-08-2025 01:34 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC_-124_2024-25.pdf
"Deputy Director of Animal Husbandry, Class-1",143/2024-25,13-08-2025 01:33 PM,https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/PAKC_142_143_2024-25.pdf
